Location,Author,Rating,Review Text,Time
Bank Jateng KCP Manahan,Bernardus Victor,5 bintang,No Review,4 bulan lalu
Bank Jateng KCP Manahan,dylan indra perdana,5 bintang,No Review,4 bulan lalu
Bank Jateng KCP Manahan,Irfan Hendriawan Muhammad,5 bintang,No Review,4 bulan lalu
Bank Jateng KCP Manahan,Sita Salsabilla,5 bintang,No Review,4 bulan lalu
Bank Jateng KCP Manahan,Juna Firmansyah,5 bintang,No Review,4 bulan lalu
Bank Jateng KCP Manahan,Vildaa Widhiagarini,5 bintang,No Review,4 bulan lalu
Bank Jateng KCP Manahan,Legowo Bayu,5 bintang,No Review,4 bulan lalu
Bank Jateng KCP Manahan,Rina Puspita,5 bintang,No Review,4 bulan lalu
Bank Jateng KCP Manahan,Mutia rd,5 bintang,No Review,4 bulan lalu
Bank Jateng KCP Manahan,tri sawali,4 bintang,No Review,setahun lalu
Bank Jateng KCP Manahan,Thafa,5 bintang,No Review,setahun lalu
Bank Jateng KCP Manahan,Sedah Putri,4 bintang,No Review,5 tahun lalu
Bank Jateng KCP Manahan,Cahyadi Prabowo,4 bintang,No Review,6 tahun lalu
Bank Jateng KCP Manahan,Itok-zc,5 bintang,No Review,6 tahun lalu
Bank Jateng KCP Manahan,aditya pratama,4 bintang,No Review,7 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Guntur Haryo,5 bintang,"Pelayanannya baik sekali,dari pas masuk bank disambut stpam,dan teller csr nya ramah smua,ruangan bersih,pelayanannya cepat,",4 bulan lalu
Bank Jateng KCP Nusukan Surakarta,Robi Insan Ermono,5 bintang,"Semakin kedepan pelayanannya smkin baik,ruangan yg bersih,csr nya pelayannya cepat ngeprint tanpa antrian,sama dgn teller,satpam nya ramah,",4 bulan lalu
Bank Jateng KCP Nusukan Surakarta,Devi Faw,4 bintang,"Kak
Saya mau pengajuan untuk modal usaha
Apa boleh minta nomor cs nya? …",3 bulan lalu
Bank Jateng KCP Nusukan Surakarta,Miftakhul Jannah,4 bintang,Ramah..tempat nyaman ..lokasi strategis ..deket dgn luwes..jd hbs ambil uang bs lgsg belanja,6 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Amanda Permata,5 bintang,Pas dateng kesini antrinya banyak bangeeet tapi utk kseluruhan pelayanan ok 👌 …,6 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Umi Rusmiyati,1 bintang,"Mau buka rek pelajar
Sdh bilang dr awal ke security, sdh dikonfirm jg ke cs, nunggu hampir sejam ujung²nya harus sm anaknya …",10 bulan lalu
Bank Jateng KCP Nusukan Surakarta,Aliya Salma,5 bintang,"Pelayanan ramah, baik dan jelas dalam memberikan keterangan terimakasih",4 bulan lalu
Bank Jateng KCP Nusukan Surakarta,Onadio Burung,1 bintang,"Pelayanannya kurang nyaman, khususnya di customer service",2 bulan lalu
Bank Jateng KCP Nusukan Surakarta,ichsan asa brantiara,2 bintang,Pelayanan luama dan satpam tidak seramah di bank lain,sebulan lalu
Bank Jateng KCP Nusukan Surakarta,Risma Nur hidayah,1 bintang,"mba CS kalau ga mau bikinin atm bilang dari awal, kok kayak ga ikhlas gt, apa susahnya bilang dari awal, kalau udah tau bakal diperlakukan kayak gini, ga akan aku kesitu lagi. tolong di evaluasi bagian CS",setahun lalu
Bank Jateng KCP Nusukan Surakarta,sidiq trip,5 bintang,"pelayanan bagus ramah, top global👍🏻👍🏻 …",sebulan lalu
Bank Jateng KCP Nusukan Surakarta,Rara Fary,1 bintang,"Customer Service Wanita yg di pojok yg kalo melayani Matanya agak melotot,ntah orang nya emang gitu apa gimana,Di tambah kalo Melayani kayak ga iklas suka ngegass .. tolong di kasih tau ituu..",setahun lalu
Bank Jateng KCP Nusukan Surakarta,putri zona,1 bintang,"Pengalaman buruk di bagian CS..
Kasus atm saya tertelan di Stasiun Balapan, saya sudah laporan di Kantor Pusat Solo dan sudah dikasih info kalau kartu sudah ready di KCP …",2 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Dwi Pujiyanto,1 bintang,"Pelayanan buruk, tolong manajemen diberi masukan untuk satpam nya ndak ada sopan2nya sama sekali mentang2 kita naik motor. Teller nya juga kerja ndak sat set tp malah ngobrol sama temenya ketawa katiwi.",setahun lalu
Bank Jateng KCP Nusukan Surakarta,diyan pradheka,5 bintang,"Pelayanan well banged...sukak..
Biasa bahasa jawa kromo jadi lebih adem..",10 bulan lalu
Bank Jateng KCP Nusukan Surakarta,Erwin Suganda,5 bintang,"Alhamdulillah pengajuan Kredit di Bank Jateng Nusukan, Proses cepat dan mudah.",7 bulan lalu
Bank Jateng KCP Nusukan Surakarta,Rari Nirwesti Rupini,2 bintang,"Atmnya payah niih.
Masak salah masukin kartu ATM, trs uang gk kluar n saldo kepotong.
Pdhl kn bs ttp ambil uang meskipun beda bank...",setahun lalu
Bank Jateng KCP Nusukan Surakarta,elwin yuri,1 bintang,"sangat kecewa
pelayanan sangat jelek dan tidak punya konsisten.
baru Saya temui sekali Ini bank yg mempunyai nama besar tp pelayanan yg sangat sangat sangat buruk. tidak memikirkan sama sekali kepercayaan Pelanggan. jujur Saya kecewa berat.",3 tahun lalu
Bank Jateng KCP Nusukan Surakarta,TEAM BERSAMA,1 bintang,"masak mau ngambil sertifikat kok malah ada aja alesanya, padahal mau di lunasi tpi kok alesan cuman mau ngitung data nya aja sampek kita harus nunggu 1 minggu lebih,, maaf hanya sekedar curhat",4 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Assa Liia (Liyutt),5 bintang,"pelayanan super ramahhh ...
dan yang tua jg dibantu , dijelasin detail gt , satpam pun ramaaahh dan ngingetin yg antri untuk cek dan nyiapin berkas"" yg dibutuhkan ..
dan aroma pengharum ruangannya ituloh enakk , itu pake merk apa ya ? 😅 …",5 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Nina Febrywati,1 bintang,"Satpam kurang ramah, grumpy sekali gak kayak bank BCA. Pelayanan lumayan cepat.",setahun lalu
Bank Jateng KCP Nusukan Surakarta,Christan Hartomo,5 bintang,Mengutamakan pelayananan kepada nasabah,6 bulan lalu
Bank Jateng KCP Nusukan Surakarta,Romadhon Hr,5 bintang,"Tempatnya kecil jd hanya muat untuk antrian sekitar 20 an orang, pelayanannya sangat sangat ramah, orang tua selalu diutamakan dan diberi informasi sangat detail sampe dia mengerti",5 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Savitri Satya,4 bintang,"Mbak CS nya g profesional...2x kesitu no antrian g di pencet trus..hrus maju sendiri, uda gitu seeing dicuekin, g tau sibuk apalah.!!",5 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Khotimah Dewi Arum,4 bintang,"Pelayanan ramah, cuman antriannya panjang, harus sabar menunggu",2 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Claffa CP,1 bintang,"Pelayanannya di tingkatkan ya gaess, keramahannya juga nggak renyah, maafin yaa
BCA emang paling top",2 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Free zee,1 bintang,"sebenarnya normal-normal saja, tapi ada permainan nomor antrian oleh tukang parkirnya, jadi menyebalkan",4 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Mahardika Panuntun,5 bintang,"Kantor bersih, pelayanan ramah. Good job",setahun lalu
Bank Jateng KCP Nusukan Surakarta,Tommy Widyahananto,1 bintang,Pelayanan ruwet,sebulan lalu
Bank Jateng KCP Nusukan Surakarta,Malisa Rosantia,1 bintang,"mbaknya galak bgt, ditanyain lampiran buat kampus aja malah suruh baca sendiri.",5 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Antox Handariyanta,5 bintang,Pelayanan cepat memuaskan... 👍 …,3 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Sundoro SaptoNugroho,5 bintang,Pelayanan ramah dan cepat selesai,2 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Muji Uyei,4 bintang,Jam siang ok,setahun lalu
Bank Jateng KCP Nusukan Surakarta,Wiro Giyono,5 bintang,"ATM KU TER TELAN,HEHEHE,TUNGGU  6 MINGGU LAGI",8 tahun lalu
Bank Jateng KCP Nusukan Surakarta,tri purnama,5 bintang,Sore jadi tempat ku mencari nafkah hehehe,8 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Ana Tri Jayanti,1 bintang,Buruk,setahun lalu
Bank Jateng KCP Nusukan Surakarta,alfa speaker part,5 bintang,ramah...,7 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Kusrumiyanto Agung,2 bintang,LAMA,4 tahun lalu
Bank Jateng KCP Nusukan Surakarta,bayu priyosulistyo,5 bintang,Bank Jateng KCP Nusukan,4 tahun lalu
Bank Jateng KCP Nusukan Surakarta,monica aurellia,5 bintang,No Review,5 bulan lalu
Bank Jateng KCP Nusukan Surakarta,Angga Saputro,5 bintang,No Review,10 bulan lalu
Bank Jateng KCP Nusukan Surakarta,seger sehat,5 bintang,No Review,setahun lalu
Bank Jateng KCP Nusukan Surakarta,joel casady,5 bintang,No Review,setahun lalu
Bank Jateng KCP Nusukan Surakarta,Anin Kummara,5 bintang,No Review,setahun lalu
Bank Jateng KCP Nusukan Surakarta,Denny Setyawan,5 bintang,No Review,2 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Siska Nur Kumala Sari,1 bintang,No Review,2 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Agung Rudianto,5 bintang,No Review,4 tahun lalu
Bank Jateng KCP Nusukan Surakarta,ayana hendharta,2 bintang,No Review,4 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Margaretha,5 bintang,No Review,5 tahun lalu
Bank Jateng KCP Nusukan Surakarta,dicky hendharta,3 bintang,No Review,6 tahun lalu
Bank Jateng KCP Nusukan Surakarta,Kab M,1 bintang,No Review,6 tahun lalu
Bank Jateng KCP Nusukan Surakarta,nurul aini,5 bintang,No Review,8 tahun lalu
Bank Jateng KCP Gading,maulida nurul fatimah,5 bintang,"pelayanan customer servicenya baik bangett, bagus, cepat dan ramah sekali, top buat mbak diyas👍🏻 …",sebulan lalu
Bank Jateng KCP Gading,Ayuex Tary,1 bintang,"Pelayanannya mengecewakan,tellernya tidak ramah sama sekali...kejadian baru td pagi...td pagi saya mencairkan cek.dibendelan cek 50rb ada 2rb.Dr pihak bank tidak mau bertanggung jawab. …",7 bulan lalu
Bank Jateng KCP Gading,MUHAMMAD ROMADHONI,1 bintang,"Ngakak ATM jatuh dijalan mau minta ganti baru suruh pake surat kehilangan ,masih oke lah
Giliran mau tarik tunai pakai buku rekening + KTP kok katanya tidak bisa harus …",11 bulan lalu
Bank Jateng KCP Gading,Gracia Chatarina,5 bintang,"Pelayanan baik dan ramah, hanya saja antrian selalu banyak seperti biasanya.",5 tahun lalu
Bank Jateng KCP Gading,Joe' Joe,5 bintang,"Atm saya ketelen dan prosesnya lama udah dari hari jumat ngurus baru bisa besok rabu ambil atmnya itu pun belum tentu ada..
Kalok atm balek aku tambah bintang nya",11 bulan lalu
Bank Jateng KCP Gading,Darmadi Wisanggeni,4 bintang,Terlalu saklek....tutup jam 15.00 tapi masih jam 14.58 sudah nggak mau melayani...padahal dari pagi sudah antri berhubung melengkapi berkas jauh jauh menghadap lagi ditolak ...,2 tahun lalu
Bank Jateng KCP Gading,Bambank Property,1 bintang,"Pelayanan kurang baik, cs teriak-teriak kek lomba 17-an sampai orang² pada lihat, mungkin tujuannya memang membuat nasabah malu
Bagus lanjutkan!",4 tahun lalu
Bank Jateng KCP Gading,Gilang Alif Utama,5 bintang,"Pelayanan sangat baik. Terutama Pak Satpam yg bernama Pak Bambang, karena satset dan watwet cekatan",5 tahun lalu
Bank Jateng KCP Gading,rizki safitri,5 bintang,"Pelayanan kredit cepat, mas yoga sangat ramah. Sukses bank jateng 🙏👍👏 …",4 tahun lalu
Bank Jateng KCP Gading,Anto Yuliawan,1 bintang,"KREDIT SUDAH LUNAS,,,TAPI BPKB SAMPAI1 MINGGU LEBIH BELUM KELUAR",setahun lalu
Bank Jateng KCP Gading,Rian Muhammad,1 bintang,Pelayanan nya ngak sopan !,setahun lalu
Bank Jateng KCP Gading,Irfan Rozaki,5 bintang,Teller dan Satpamnya pak Bambang melayani dengan profesional.,5 tahun lalu
Bank Jateng KCP Gading,Desiana Watiningsih,5 bintang,Top markotop,sebulan lalu
Bank Jateng KCP Gading,Yasa Santoso,5 bintang,"pelayanan sangat ramah...,
mantapp 👍👍👍 …",2 tahun lalu
Bank Jateng KCP Gading,pinky armita,5 bintang,Good service..  Pak satpamnya ramah,7 tahun lalu
Bank Jateng KCP Gading,kasiyanta deka,5 bintang,"Cabang bank jateng, alternatif saat bank pusat terganggu.",6 tahun lalu
Bank Jateng KCP Gading,cello cello,4 bintang,👍 …,setahun lalu
Bank Jateng KCP Gading,Noer Rief,3 bintang,Pelayanan sip,7 tahun lalu
Bank Jateng KCP Gading,bayu priyosulistyo,5 bintang,No Review,2 tahun lalu
Bank Jateng KCP Gading,danangsw Dananx,5 bintang,Oke,2 tahun lalu
Bank Jateng KCP Gading,Gatot robiantono,5 bintang,pelayanan yang baik,8 tahun lalu
Bank Jateng KCP Gading,Pusat Studi - Centre for School Nutrition Health Movement,5 bintang,No Review,3 minggu lalu
Bank Jateng KCP Gading,agung iryawan,1 bintang,No Review,7 bulan lalu
Bank Jateng KCP Gading,bagus irawan,4 bintang,No Review,3 tahun lalu
Bank Jateng KCP Gading,Billie Elik,5 bintang,No Review,3 tahun lalu
Bank Jateng KCP Gading,Alvian Reza Reza,5 bintang,No Review,7 tahun lalu
Bank Jateng Sukoharjo,Danny AD,5 bintang,"Pelayanan satpam gercep, terima kasih sangat membantu untuk suasana dan layanan cs cepat dan tepat terselesaikan sekali lagi terima kasih",seminggu lalu
Bank Jateng Sukoharjo,karisma bayu abdi khawari,5 bintang,"Pelayanan baik, sangat memperhatikan sisi humanisme. Kebetulan tadi lihat nenek2 nenek yang sulit berjalan di rangkul petugas satpam untuk dibantu masuk loby bank... Bahasa dan nada bicara satpam juga haluss, jadi pelanggan nerasa sangat …",setahun lalu
Bank Jateng Sukoharjo,Desta Shalikhah,5 bintang,"Selalu nyaman kalau transaksi di sini. Tidak bingung cari tempat parkir krn halaman luas, petugas ramah dan sangat membantu. Ruangan juga bersih dan dingin. Pelayanannya oke 👍 …",sebulan lalu
Bank Jateng Sukoharjo,Khoryana Pentarti,5 bintang,pelayanan sangat bagus smua petugas dr mulai satpam sampai teller dan cs ramah mengedukasi dgn jelas dan sabar,sebulan lalu
Bank Jateng Sukoharjo,Diya Aning Sekar Atri,1 bintang,ibu saya bikin pengaduan sudah 1 bulan gada tindak lanjut katanya sudah selesai dan transaksi sudah berhasil pdhl uangnya blm kembali eh malah ibu saya disuruh ke bank lain untuk  cek cctv mesin atm tsb …,5 bulan lalu
Bank Jateng Sukoharjo,Hassle,5 bintang,"Tellernya ramah, pelayanan cepat untuk penarikan ga sampai 3 menit selesai",sebulan lalu
Bank Jateng Sukoharjo,Meilia Endah,5 bintang,Petugas nya ramah semua dr mulai pak satpam dan mbak mbak tellernyaa 👍 …,sebulan lalu
Bank Jateng Sukoharjo,Santika Pramuty,4 bintang,"Super bersih dan ramah-ramah banget pegawainya, satpam juga sangat helpfull🥹👏🏻 …",8 bulan lalu
Bank Jateng Sukoharjo,masri fenra,1 bintang,Teller ada 3 tapi yg jalan cuman 1 antrian ke teller banyak lagi.lihat stuasi jagu lah.kalo lagi rame ya jalan kan teller semua.kasihan yg antri Meraka juga punya kesibukan juga diluarsana???....,setahun lalu
Bank Jateng Sukoharjo,cika ayu,5 bintang,"pelayanan baik, petugasnya ramah ramah, area bersih nyaman",sebulan lalu
Bank Jateng Sukoharjo,Adista Nia,5 bintang,"pelayanan ramah dan baikk , tempatnya bersihh, rapi👍🏼👍🏼👍🏼 …",sebulan lalu
Bank Jateng Sukoharjo,NOVI ANITRA,5 bintang,"Pelayanannya ramah, parkirnya luas, tempatnya bersih. Ksini kl pas bayar pbb saja tp overall oke.",setahun lalu
Bank Jateng Sukoharjo,Wong Cilik,5 bintang,"Baru tadi siang, mengurus aplikasi BIMA di HP baru, belum sempat sampai CS, sudah di sambut satpam Fakhri yang ramah dan baik hati, yang menawarkan bantuan, di antar ke ATM dan diberi tips dan triks, tidak sampai 15 menit sudah selesai, …",7 bulan lalu
Bank Jateng Sukoharjo,mopi,3 bintang,"Maaf mau tanya, kenapa kursi cs ada 2 tp yg jaga cm 1, itupun ditinggal-tinggal, pdhl bukan jam istirahat",setahun lalu
Bank Jateng Sukoharjo,Rizky Aji,5 bintang,"Tempat bersih,  rapi, dan pelayanannya ramah dan baik.  .",2 bulan lalu
Bank Jateng Sukoharjo,HENDRA ARKAN,5 bintang,"Tempat nyaman, bersih, parkir luas sukses terus Bank Jateng Sukoharjo",sebulan lalu
Bank Jateng Sukoharjo,NUR HADIAH,5 bintang,"Petugas ramah ,satpam nya begitu cekatan 👍 …",sebulan lalu
Bank Jateng Sukoharjo,Niny Enggarani,2 bintang,"Knp yak saya kalau ambil duit di atmnya pas keluar duitnya pasti ada2 aja bentuknya😅 ada yg robek lah, ada yg kena tinta polpen sampe setengah lembar lah, mana gak sekali dua kali lagi. Yg bener aja? Rugi dong 😅 …",11 bulan lalu
Bank Jateng Sukoharjo,Nanga Parbat,5 bintang,"Parkir luas, pelayanan ok, mudah dijangkau karna di jalan protokol , dekat dg pasar - polantas - alun2  , Rumah sakit dll",4 tahun lalu
Bank Jateng Sukoharjo,Handini WYM,5 bintang,Pelayan cepat dan teller nya ramah,sebulan lalu
Bank Jateng Sukoharjo,Calon Customer,5 bintang,tellernya ramah.. murah senyum,sebulan lalu
Bank Jateng Sukoharjo,Zada Wahyu,5 bintang,Pelayanan memuaskan,sebulan lalu
Bank Jateng Sukoharjo,candra kumara,5 bintang,Pelayanan memuaskan sekali,sebulan lalu
Bank Jateng Sukoharjo,Vitami Muji Pratiwi,5 bintang,Terimakasih pak satpam Wahyudi baik bangett mau menolong saya padahal gak kenal percaya aja dan mau saya repotkan dengan minta tolong buat ambilkan uang buat bayar karena harus bayar tunai. Dan gak ada cash harus tarik dulu gak pakai bank …,setahun lalu
Bank Jateng Sukoharjo,Mama Keanna,4 bintang,"Tempatnya strategis, mudah dicari, pelayanan ramah dan nyaman. Hanya saja antriannya banyak.",6 tahun lalu
Bank Jateng Sukoharjo,Echa S.A. Savitri,1 bintang,Karyawan ga ramah sama sekali.. susah banget aturannya.. ngeribetin,9 bulan lalu
Bank Jateng Sukoharjo,Dwi Wijaya,5 bintang,Bank jateng Sukoharjo parkir luas dan nyaman👍👍👍👍 …,sebulan lalu
Bank Jateng Sukoharjo,Bondan Pangestu,3 bintang,"Mas mau tanya, saya mentransfer uang pada tanggal 2 juni dari bank jateng ke bank mandiri, nah d resi bank jateng udah sukses/berhasil tapi saya liat d M-Banking mandiri g ada uang masuk, dan ini udah 1 hari lewat, gimana mas solusi nya..",setahun lalu
Bank Jateng Sukoharjo,alafi putra,1 bintang,"Pelayanan cs nya ampas, ga ada ramah2 nya, aplikasi bima nya juga ampas, nunggu lama",setahun lalu
Bank Jateng Sukoharjo,karya tehnik,5 bintang,"Saya merasa sangat puas atas pelayanan di Bank Jateng Cab.Sukoharjo. selama saya mjd nasabah, pelayanannya sangat memuaskan.terima kasih Bank Jateng cab.Sukoharjo",setahun lalu
Bank Jateng Sukoharjo,Setya ningsih,5 bintang,Tellernya  ramah murah senyum,sebulan lalu
Bank Jateng Sukoharjo,Syam Aji,1 bintang,Pelayanan buruk..konter ada 4 teller tapi yg aktif hanya 1 teller aja..coba di perbaiki lagi donk kita nunggu lama banget,2 tahun lalu
Bank Jateng Sukoharjo,Miko Kasah,5 bintang,Ingin danamu aman...simpan disini,setahun lalu
Bank Jateng Sukoharjo,Adelvia Sri Rahayu,5 bintang,👍 …,sebulan lalu
Bank Jateng Sukoharjo,ArioTalker,5 bintang,Mantap Pelayanan Maksimal.,setahun lalu
Bank Jateng Sukoharjo,Dian Zan Devega,5 bintang,👍👍 …,sebulan lalu
Bank Jateng Sukoharjo,rilia nizaa,5 bintang,pelayanan baik,sebulan lalu
Bank Jateng Sukoharjo,Rio Chandra,5 bintang,pelayanan memuaskan sekali,3 bulan lalu
Bank Jateng Sukoharjo,fahira official,1 bintang,"Maaf sedikit kritikan Satpamnya tolong diajari sopan santun ya , kalau ada orang tanya suruh baik baik jangan bentak bentak 😊🙏 padahal saya kira satpam di bank bank itu kalau ditanya orangnya baik baik 🙏 …",5 tahun lalu
Bank Jateng Sukoharjo,Amanda Yusmaniar,1 bintang,Tellernya 4 tapi lama banget padahal rame,setahun lalu
Bank Jateng Sukoharjo,Joko Marwanto,4 bintang,"Tempatnya strategis, pelayanan cukup ramah.",setahun lalu
Bank Jateng Sukoharjo,Adit Pradana,1 bintang,"Untuk sebuah bank pemerintah, pelayanannya buruk sekali.",2 tahun lalu
Bank Jateng Sukoharjo,eko darmono,1 bintang,"Hallo Bank Jateng Cabang Sukoharjo, pelayananmu Jauh banget sama Bank Jateng Solo, tolong evaluasi BOS",3 tahun lalu
Bank Jateng Sukoharjo,Hartini Zaenal,4 bintang,Pelayanan ramah dan menyenangkan. Tempatnya bersih. Menerapkan protokol kesehatan juga. 👍🏻👍🏻👍🏻 …,3 tahun lalu
Bank Jateng Sukoharjo,Ardha,5 bintang,Coba tiap opd ada atm bank jateng ya pesty deket ke atm nya,setahun lalu
Bank Jateng Sukoharjo,Sate Permindo,5 bintang,Satpamnya sangat membantu trimakasih sdh memandu ibanking  sampai selesai dgn sbr👍😁 …,4 tahun lalu
Bank Jateng Sukoharjo,kmalll,5 bintang,tempat bersih pelayanan memuaskan dan gercep,setahun lalu
Bank Jateng Sukoharjo,Surya Suryati,1 bintang,Pelayanan sangat buruk....bikin kecewa,2 tahun lalu
Bank Jateng Sukoharjo,nailah lathifah,1 bintang,lama bgt pelayanannya,setahun lalu
Bank Jateng Sukoharjo,sanessultan,5 bintang,Pelayanan ramah dan cepat mwehehe,setahun lalu
Bank Jateng Sukoharjo,Dadang Kurnia,5 bintang,Bisa pilih pecahan 100rb atau 50rb,2 tahun lalu
Bank Jateng Sukoharjo,Ifah Rahmawati,2 bintang,Pelayanan kurang ramah🙏 …,setahun lalu
Bank Jateng Sukoharjo,meijoko santoso,5 bintang,bank milik pemerintah provinsi jawa tengah,4 tahun lalu
Bank Jateng Sukoharjo,Icha Cahya,5 bintang,"Ramah , pinjaman merakyat",4 tahun lalu
Bank Jateng Sukoharjo,Mustofa Bustfin,3 bintang,Rame pns,8 tahun lalu
Bank Jateng Sukoharjo,Star Bintang,5 bintang,Mantep,setahun lalu
Bank Jateng Sukoharjo,andi fariyanto,5 bintang,Keren..,3 tahun lalu
Bank Jateng Sukoharjo,Mahendra Dany,5 bintang,👍👍 …,7 tahun lalu
Bank Jateng Sukoharjo,Umar Yuwono,4 bintang,Cakep,2 tahun lalu
Bank Jateng Sukoharjo,HERU CAKRA CHANNEL,5 bintang,Bank Jateng paling mantap,4 tahun lalu
Bank Jateng Sukoharjo,Wto Warsito,5 bintang,Mantap,4 tahun lalu
Bank Jateng Sukoharjo,Reza Syahputra,5 bintang,Pusat Bank Jateng,3 tahun lalu
Bank Jateng Sukoharjo,Waka Egitha Putra,5 bintang,Nyaman.....,7 tahun lalu
Bank Jateng Sukoharjo,arifin gita,5 bintang,bank terbaik,5 bulan lalu
Bank Jateng Sukoharjo,Bathari Kemuning Larasati,5 bintang,No Review,setahun lalu
Bank Jateng Sukoharjo,sulung indra,5 bintang,Oke,3 tahun lalu
Bank Jateng Sukoharjo,aprilia niken,5 bintang,No Review,sebulan lalu
Bank Jateng Sukoharjo,Diary Prince Dastan15,5 bintang,No Review,sebulan lalu
Bank Jateng Sukoharjo,Salsabila Saffura,5 bintang,No Review,sebulan lalu
Bank Jateng Sukoharjo,Iddo Ahmad,5 bintang,No Review,sebulan lalu
Bank Jateng Sukoharjo,Inin yuliati,5 bintang,No Review,sebulan lalu
Bank Jateng Sukoharjo,radya wahyu,5 bintang,No Review,sebulan lalu
Bank Jateng Sukoharjo,setyo nugroho,5 bintang,No Review,sebulan lalu
Bank Jateng Sukoharjo,stefanus puji anggoro,5 bintang,No Review,sebulan lalu
Bank Jateng Sukoharjo,Wisnu Sendianto,5 bintang,No Review,sebulan lalu
Bank Jateng Sukoharjo,Alif Layla,5 bintang,No Review,sebulan lalu
Bank Jateng Sukoharjo,Yaya Lani,5 bintang,No Review,sebulan lalu
Bank Jateng Sukoharjo,liga triatmaja,5 bintang,No Review,3 bulan lalu
Bank Jateng Sukoharjo,Ari Kristanto,1 bintang,No Review,8 bulan lalu
Bank Jateng Sukoharjo,Ione Taufik,5 bintang,No Review,setahun lalu
Bank Jateng Sukoharjo,VISIⰙNBⰙY,5 bintang,No Review,2 tahun lalu
Bank Jateng Sukoharjo,Alex Suroto,5 bintang,No Review,2 tahun lalu
Bank Jateng Sukoharjo,GPGH Group (augustry),5 bintang,No Review,2 tahun lalu
Bank Jateng Sukoharjo,Fajar Suryanto,5 bintang,No Review,2 tahun lalu
Bank Jateng Sukoharjo,Agustina Eki,5 bintang,No Review,3 tahun lalu
Bank Jateng Sukoharjo,satriya budi,4 bintang,No Review,3 tahun lalu
Bank Jateng Sukoharjo,pak Supriyanto,5 bintang,No Review,3 tahun lalu
Bank Jateng Sukoharjo,Anjar Wagito Sd Demangan,4 bintang,No Review,4 tahun lalu
Bank Jateng Sukoharjo,cahya stywn,1 bintang,No Review,4 tahun lalu
Bank Jateng Sukoharjo,Bagus Ganang Nugroho,4 bintang,No Review,5 tahun lalu
Bank Jateng Sukoharjo,adit prakoso,5 bintang,No Review,7 tahun lalu
Bank Jateng Sukoharjo,Ulis Wardani,5 bintang,No Review,7 tahun lalu
Bank Jateng Sukoharjo,Kuswanto ST (K12 Channel),3 bintang,No Review,8 tahun lalu
Bank Jateng Karanganyar,Intan Fatmawati,1 bintang,"Pelayanannya buruk banget.
Dateng ke kantor mau print rekening koran, di kasi tau sama pak satpam buat nunggu tapi buku rekening di taruh satpam ke teller, sudah nunggu 30 menit baru …",3 minggu lalu
Bank Jateng Karanganyar,Adinda Binta,5 bintang,"Pelayanan bagus. Satpam yg berjaga di pintu gercep. Hari sabtu buka sampai jam 10.30 utk ambil nomor antrian nya. Tp pelayanan sampai jam 11.30. Kesini jam 10 pagi dpt nomor 49. Harus antri super lama, agak kedinginan bersin² krn AC. Tp …",sebulan lalu
Bank Jateng Karanganyar,Ridwan Rivandi,1 bintang,"Mau cetak laporan SPT di kasi no antrian 63. Kata security yg tinggi besar tua balik lg jam 12.30. stlh balik lg security yg kecil tua blg tdk bisa hrs ke solo. Ngp in tggu lama2 klo tdk bs blg dr awal. Ganti yg muda aja,biar lbh teliti. Payah👎 …",sebulan lalu
Bank Jateng Karanganyar,Muhammad Alam,2 bintang,"Mau ganti atm harus balik lagi suruh fotokopi, Pelayanan cs lambat antrinya lama, banyak waktu terbuang",sebulan lalu
Bank Jateng Karanganyar,Nugroho,1 bintang,"Satpam Menghina pekerjaan seorang

tidak sepantasnya  mengusir orang dengan nada kasar
Pelayanan Perbankan yang buruk",seminggu lalu
Bank Jateng Karanganyar,Karena Sara,5 bintang,"Pengalaman pertama saya ke bank jateng di karanganyar kota.

Dari pertama masuk sudah di sambut dengan bapak satpam yang sangat informatif. …",10 bulan lalu
Bank Jateng Karanganyar,Anditya Gilang,4 bintang,"Bank Jateng,

Merupakan Bank yang melayani transaksi seperti pada umumnya walaupun kebanyakan …",seminggu lalu
