Location,Author,Rating,Review Text,Time
Bank Mandiri Jl.Jend. Urip Sumoharjo,Yanuarkharisma putriana,5 bintang,Pelayanan mas satpam sangat ramah. God job,6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Lifia Rindiani,5 bintang,Pelayanannya bener2 sangat memuaskan 👍🏻👍🏻👍🏻 …,setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Dirafla Damha,5 bintang,Pelayanan mas satpam mantap,sebulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Raga Adi,5 bintang,"Pelayanan oke
Cepat tidak ribet
Security mantap ramah dan pinter",7 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Raissa Syawla,5 bintang,Pelayanannya membantu banget👍👍 …,9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,18_Ezra Vebby Astrid Stevania Simbolon,5 bintang,"Lokasi dan tempatnya nyaman. Customer servicenya baik dan ramah. Securitnya juga cekatan dan informatif, memberikan solusi yg baik untuk nasabah 😁👍 …",11 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,oktavia veri,5 bintang,Terimakasih mbak CS. pembayarannya UKT ISI lebih praktis lewat Livin by Mandiri,6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Embull Ndutt kecil,5 bintang,"Sangat mudah dan cepat proses ganti kartu..TDK perlu ribet,cukup di layani satpam di mesin ATM langsung jadi kartu nya.. terimakasih pak satpam",setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Ibrahim Senja,5 bintang,Pelayanan cepat,3 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Ichal Keigo,1 bintang,"1.Pelayanan antrian tidak secara realtime, harus tanya satpam.. ini antrian keberapa gitu.. whatt?? Ini bank ato koperasi ???? Gak nyaman bgt …",setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Rahmat Riyadi,5 bintang,Bisa ganti kartu atm melalui customer service machine. Crpat dan mudah 👌👌👍 …,6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Hanan Abdurahman,5 bintang,Pelayanan security memang top markotop.,4 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,bagas saputra,3 bintang,"di bagian depan kurang ramah dan informatif , ditanya malah ngobrol dengan yang lain",6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Angga Eka Karina,5 bintang,"Sudah bs transfer dolar melalui livin mobil banking..proses cepat, mandiri sudah lebih maju dan mempermudah nasabahnya",8 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Sri Salami,5 bintang,pelayanan luar biasa.joss,3 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Andi setyawan,5 bintang,Pelayanan sangat bagus,2 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Juang channel,5 bintang,"Pelayanan sangat bagus, ramah, mudah dimengerti",6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Setiawati Tumbol,5 bintang,Pelayanan security mantap,3 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Nyssa Janice,1 bintang,"CABANG TERBURUK DAN KUALITAS PELAYANAN SANGAT RENDAH!!!!!! SAYA KE SINI LEBIH DULU, DAN SETELAH SAYA ADA NASABAH LAIN. YG DIDAHULUKAN NASABAH ITU. SAAT SAYA TANYA KOK DIA DULUAN? JAWAB PETUGAS, ""DIA NASABAH TERATAS DI SINI."" …",11 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Dk Singosaren,5 bintang,Pelayanan satpam cepet,3 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,maya agistina,5 bintang,Pelayanan mantep bangett,9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Jossaz,1 bintang,menyesal datang kesini sudah minta langsung di bukakan rekening malah dipaksa buka rekening online. akhirnya disuruh buka rekening manual jadinya saya buang2 waktu nunggu satpam nya sok tau maksa saya buka rekening padahal saya udah bilang gabisa dah gt cs nya tidak ramah sama sekali,setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Era Tantya,5 bintang,"Pelayanan sangat ramah,  membantu dengan cepat",7 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,stefany,5 bintang,Pelayanannya baik. Saya buat rekening baru dibantu sampai selesai hingga bantuan sampai ke penggunan aplikasi,setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Chesa Sadewa,5 bintang,pembuatan rekening sampai cetak kartu gak perlu antri cs . terimakasih mas satpam,10 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Dwi Wuryani,1 bintang,"Songong banget cs nya...tolong perbaiki management nya,kalo tidak ada customers"" yg hutang seperti kami siapa yg nggaji kalian,kita tanya baik"" malah kaya menyepelekan kami 🤬 belum selesai kita tanya malah dipanggil customer lain,dan kami diejek cs nya sama satpamnya👍👍👍 …",setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,novitasari,5 bintang,modern dan canggih,2 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Yohana Fransisca,5 bintang,Pelayanan security emang Joss . God job pak security,7 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Nasyifa Nur,5 bintang,makasih pak hary,sebulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,dewi margi,5 bintang,Pelayanannya sangat membantu dan memuaskan ketika menjelaskan dan memberi arahan kepada konsumen,setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,DAVIN PUTRA FIRNANDA,5 bintang,"Tempatnya nyaman, karyawan dan satpam sangat ramah. Ruangan terkesan sangat modern, untuk akses informasi dan pelayanan hampir semua dilakukan secara paperless atau menggunakan tablet",setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Pipin yulia Yulia,5 bintang,Pelayanan satpam ramah . God job,6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Nur Ha,5 bintang,"Datang untuk mengganti kartu ATM yang akan expired. Ternyata sekarang lebih mudah dan cepat karena tidak perlu antri CS, cukup ke mesin yang sudah disediakan. Satpam mengarahkan dengan baik dan sopan.",2 tahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Welly Hartono,2 bintang,"ruangan bagus,canggih..tapi pelanyanan luama,mbulet....ngak sat set...ngak tahu karyawannya kemana saja...pada muter2 sendiri2...sudah 2x ke sini..kapok...luama...ngak kayak di bca sat set...yg kasih bintang 4 dan 5 paling karywan nya sendiri..kapok dahh",2 tahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Alfianida -,5 bintang,"pelayanan mudah dan cepat, gak perlu antri lama",8 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,agatha “wahyuningsih” atha,1 bintang,"Mohon di tingkatkan pelayanannya, bukan hanya nasabah besar yg di prioritaskan, saya antri 1 jam antrian panjang tapi malah di tinggal istirahat sama teller nya, padahal jam blm ada jam 12, sungguh mengecewakan, padahal bank swasta besar tapi pelayanannya sungguh mengecewakan.",2 tahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Rini Ak,5 bintang,Pelayanan bank mandiri terbesar dunia dan akhirat .. satpam god job .,7 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Jeki Mariyanti,5 bintang,"sy senang bertransaksi di bank mandiri cabang urip sumoharjo, semua pegawainya sangat ramah terutama teller2nya",setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,shiipaarflss,5 bintang,terimakasih bapak satpam . sudah di bantu buat cetak kartu .. good job bapak satpam,9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Anita P,5 bintang,"Tempatnya nyaman, baguss bgtt... Securitynya ramah pwoll, pelayanan cepet karena pas ga antri juga..",setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Mahareni Puspa A,5 bintang,Pelayanannya ramah. Ganti atm yang expired dilayani dengan baik dan cepat oleh satpamnya 👍 …,setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Nayla Amara Firdhausya,5 bintang,pelayanan sat set . god job bpk satpam,7 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Atik Gumelar,5 bintang,Pelayanan cepat..skg ganti atm mudah g harus antri lama,setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Anggie Ita,5 bintang,Pelayanan ramah . Cepat . Tks pak satpam,10 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Tri Hartanto,2 bintang,"Selamat Siang,Saya Nasabah Mandiri.
Mau Setor Ke Teller Lantai 2 Untuk Pelayanannya Maaf Kurang Bagus,Saya Hanya Minta Bukti Setoran DiCetak Aja kok Gak Bisa.",setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Ananda Dewi,5 bintang,Trimakasih mas satpam,sebulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,suryani rimbayanti,5 bintang,Pak satpam nya cepet . Gak perlu antri langsung di ganti kartu ATM saya,setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Kusuma Ridho Fadillah,5 bintang,"cepet bgt proses ubah kartunya, ga sampe 5 menitt",9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Winarti Sri Wahyuni,5 bintang,Suwun mas hari,sebulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,dvna puspita,5 bintang,Bikin rekening online satset. Terimakasih pak security,7 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Hilarion Driya,5 bintang,pelayanan nya bagus,6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,22_124 Martin Lasmando Simangunsong,5 bintang,"Sangat keren,pelayanannya juga memuaskan nasabah..
goodjob👍 …",11 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,RINDA SEMBIRING,5 bintang,Pelayanannya bagus. Saya merasa terbantu sekali,11 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Theodora Daryanti,5 bintang,Darinpembuatan rekening sampai cetak kartu cukup ke satpam . Mantap,9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Cindy A,5 bintang,"Ganti kartu sekarang gampang bangettt ternyata, petugasnya juga gercep ramah. Bank Mandiri keren",setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Ida Mustikawati,5 bintang,Pelayanan satpam bener bener gercep. Salut banget sama satpam bank mandiri urip sumoharjo,9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,retno fitri,5 bintang,makasih bapak security . pelayanan bener2 ramah .,9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Poer Chutesss,5 bintang,Pelayanan satpam baik,5 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Repti Wilda Wiliyanti,5 bintang,bikin rekening cepet sekali. kantor nya nyaman,8 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Hanafi Muhammad Assiry,5 bintang,ganti kartu atm baru dibantu mas security lewat cs machine. sangat membantu.,11 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,alica erliana,4 bintang,pelayanannya baik,6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Olivia Hilda Indra Janti,5 bintang,"Pelayanan ramah dan mudah dipahami, tempat nyaman dan bersih",setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Agi Deswantoko,5 bintang,Buka rekening cukup sama satpam . Pelayanan ramah,11 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Muhammad Yogi Sentosa,5 bintang,Pelayanannya cepat dan ramah.,6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Muhammad Dani Raditya,5 bintang,"Salah satu cabang bank mandiri di solo, temoatnya strategis dipinggir jalan raya besar, tempatnya standar bank, nyaman, tersedia atm mandiri 1 buah disini yg selalu buka, pelayanan memuaskan, staff ramah, security baik dan membantu …",6 tahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Tri Redjeki,5 bintang,"Ganti kartu atm baru cepet bangett
Ga sampai 5 menit👍 …",setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Yani Pakaian,5 bintang,Terimakasih bank mandiri.buka deposito cepat gak pake lama....bestt lah...,11 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Maria Chalondra,5 bintang,"Layanan luar biasa, pak Hari security helpful",9 bulan lalu
Bank Mandiri Solo Sriwedari,Agus Priyono,2 bintang,"Pelayanan lama, meja teller sepanjang itu yang dibuka cuma 2 doang, overall bagus tempatnya nyaman",2 bulan lalu
Bank Mandiri Solo Sriwedari,9055Ahmad Suriansyah,5 bintang,"Terima kasih, sangat membantu, saya datang pagi hari tidak antri sama sekali",3 minggu lalu
Bank Mandiri Solo Sriwedari,Raditya,5 bintang,"pelayanan memuaskan, ramah, dan jelas. Terbaik",2 minggu lalu
Bank Mandiri Solo Sriwedari,Ayin Satrio,1 bintang,"Pengalaman hari ini sangat buruk sekali, antri lama malah dilewatin 2 antrian, aku datang ke tellernya malah bilang nanti dipanggil, Di panggil dari mana udah dilewatin 2 antrian. Kecewa udah antri lama malah dilewati. Disini pegawainya gmna ya kog antrian saja bisa kelewatan itu lo.",2 minggu lalu
Bank Mandiri Solo Sriwedari,Faaza Widayat,5 bintang,"Good job dengan pelayanan disini karena cs-nya ramah, komunikasi yang nyaman, dan cepat dalam menghandle permintaan nasabah. Pertahankan terus ya untuk layanannya!!",sebulan lalu
Bank Mandiri Solo Sriwedari,Arifin Listiyanto,5 bintang,"tempat bersih nyaman teller ramah pelayanan cepat
security juga ramah tempat parkir aman",sebulan lalu
Bank Mandiri Solo Sriwedari,Indrawan Cult,5 bintang,"Pelayanan ramah, tempatnya bagus dan bersih.
Mulai dari datang securitynya sudah interaktif dengan menanyakan keperluan dan cs juga ramah dan pelayanan cepat.",sebulan lalu
Bank Mandiri Solo Sriwedari,Sirilus Gamas,5 bintang,"Sering tarik tunai sama setoran uang disini. Tempatnya nyaman dan bersih. Pelayanan top markotop, dari mulai security, cs, dan teller nya juga ramah dan gercep 👍👍 …",sebulan lalu
Bank Mandiri Solo Sriwedari,Amik Windarko,5 bintang,"Pelayanan oke sangat membantu, cs teller cute abiez, menyala teller ku 🤩🤩 …",4 bulan lalu
Bank Mandiri Solo Sriwedari,Asbenu,5 bintang,"Pelayanan nya baik,ramah,cepat tanggap",4 bulan lalu
Bank Mandiri Solo Sriwedari,Erina Ariansah,5 bintang,"Pelayanan yang ramah, full senyum semua pegawainya, tempat tunggunya nyaman bersih adem, enak banget transaksi disini",sebulan lalu
Bank Mandiri Solo Sriwedari,Widya Destiny,1 bintang,"Sumpah baru kali ini jengkel banget sm pelayanan bank. Bikin kapok urusan disini. Datang mau ke SDB. Petugas blg ditunggu sbntr. Sudah menunggu hampir 40 menit tdk ada kejelasan. Berasa di ping pong, petugas nya cuti lah. Dminta nunggu …",3 bulan lalu
Bank Mandiri Solo Sriwedari,ISYA MASRUROH,5 bintang,Saya kesini untuk membuat bank reference. Mulai dari security hingga staff semua ramah dan responsive. Bahkan menanggapi permintaan saya dengan sabar dan solutif. Merasa sangat sangat terbantu. Antrian juga kebetulan sedikit. Dan lebih …,4 bulan lalu
Bank Mandiri Solo Sriwedari,Renara Theazita,5 bintang,"Overall untuk pelayanan ramah, staff mulai dari security, cs, teller ramah semua.. untuk tempat sangat nyaman dan bersih..",sebulan lalu
Bank Mandiri Solo Sriwedari,Anggraini Pambudiningrum,5 bintang,"Pelayanannya bagus dan cepat, cs, teller, security dan semuanya ramah. Keren",sebulan lalu
Bank Mandiri Solo Sriwedari,Siti fauzi Aulia,5 bintang,ada mesin CRM dam CSM kalau mau ganti kartu dan buka blokir gk perlu antri di cs bisa langsung cuss ke mesin,sebulan lalu
Bank Mandiri Solo Sriwedari,dokumen foto,5 bintang,"Pelayanan sangat baik cepat & ramah semua dari Security, teller🔥, & cs nya …",sebulan lalu
Bank Mandiri Solo Sriwedari,Jack Rhamadiandra,5 bintang,"Tiap hari Setoran kesini. Tellernya Ramah-ramah. Pelayanan bagus. Tempat nyaman, bersih. Fasilitas lengkap. ATM ada banyak. Sip pokoknya. 👍👍👍 …",setahun lalu
Bank Mandiri Solo Sriwedari,Sri Wiratmi,5 bintang,"Pelayanan yang ramah dan memuaskan...
Pertahan kan terus untuk pelayanan nya.. …",sebulan lalu
Bank Mandiri Solo Sriwedari,Angga Restu Permadi,5 bintang,"Teller nya super baik , CS nya Ramah, BOM nya baik sekali. Sangat humble. The best bank sak dunya akhirat",sebulan lalu
Bank Mandiri Solo Sriwedari,meyy,5 bintang,"pelayanan baik, petugas sangat ramah,  suka sekali berkunjung di bank sriwedari solo",sebulan lalu
Bank Mandiri Solo Sriwedari,Luly Catur,5 bintang,"Pelayanan bagus, security, teller, cs, dan ob pun ramah.. tempatnya juga bersih dan nyaman..",sebulan lalu
Bank Mandiri Solo Sriwedari,Ahmad Mufakkir rofif Rofif,5 bintang,Alhamdulillah alaa kulli haal yang sudah membantu kami dalam mengakses bank mandiri semoga sukses selalu🙏 …,sebulan lalu
Bank Mandiri Solo Sriwedari,Evada Febrianna Yusuf,5 bintang,"Pelayanan sangat ramah, dibantu pembukaan rekening sampai selesai 👍🏻 …",sebulan lalu
Bank Mandiri Solo Sriwedari,juniati khasanah,2 bintang,"tempatnya bagus, tapi layanan kurang membantu. bulan juni datang untuk coba memperbaiki livin by mandiri. karena daftar online, saat itu ada akun livin dan rekening tapi tidak ada kartu fisik. saat hp rusak akun livin tidak bisa dibuka …",6 bulan lalu
Bank Mandiri Solo Sriwedari,Zita Ingreyne Yulianto,5 bintang,"Pelayanan ramah dari security sampe teller, tempat mengantri nyaman, karyawan solutif",sebulan lalu
Bank Mandiri Solo Sriwedari,Desila Rosiana Putri,5 bintang,"Kantornya bersih, wangi dan pegawainya ramah semua, pelayanannya juga baik dan memuaskan.",sebulan lalu
Bank Mandiri Solo Sriwedari,Rizqa Kusuma,5 bintang,"Pelayanan ramah, top mantap the best",3 hari lalu
Bank Mandiri Solo Sriwedari,Nur Fahmi,5 bintang,"Pelayanan super ramah, Mulai dari security,  CS, dan Teller nya, Tempatnya super nyaman dan bersih👍🏻 …",11 bulan lalu
Bank Mandiri Solo Sriwedari,Hamati Lenny,5 bintang,"Banking Hall nyaman
Pelayanan CS dan Teller semuanya ramah banget
Penjelasannya jelas dan tanggap",sebulan lalu
Bank Mandiri Solo Sriwedari,andre jokosaputro,5 bintang,"Atm keblokir, coba aktivasi lagi ternyata proses nya cepet banget. CS ramah.",sebulan lalu
Bank Mandiri Solo Sriwedari,23 Muhammad Arba As Zabil,5 bintang,"Pelayanan cepat ,pegawai bank mandiri juga ramah,cepat dalam pelayanan untuk customer..👍🏼 …",sebulan lalu
Bank Mandiri Solo Sriwedari,fentina budi,5 bintang,"Kantornya bersih, pegawai dan securitynya ramah, pelayanan baik dan cepat.",sebulan lalu
Bank Mandiri Solo Sriwedari,taa taa (taataa),4 bintang,"Bank nya sih belum lama dibangun nya , dulu kalo ga salah ini pom bensin yah sebelum dibangun bank mandiri . Gedungnya keren , paling mentereng se solo . Kalo orang-orang nyebutnya mandiri AREA . Karena sini emang kantor pusatnya sewilayah …",6 tahun lalu
Bank Mandiri Solo Sriwedari,indriana wahyu,5 bintang,"Area oke tengah kota solo,,fasilitas lengkap,,petugasnya ramah²,,oke bgt pastinyaa 👌😎 …",sebulan lalu
Bank Mandiri Solo Sriwedari,Jasmine,5 bintang,udah beberapa kali datang kesini. selalu ouas dengan pelayanannya,sebulan lalu
Bank Mandiri Solo Sriwedari,amanah indriani,5 bintang,"Pelayanannya sangaaaat ramaaaah, apalagi satpamnya",2 minggu lalu
Bank Mandiri Solo Sriwedari,iko. micko,5 bintang,bank dimana pelayanan terbaik dan ramah mulai dari security sampai ke customer service...,sebulan lalu
Bank Mandiri Solo Sriwedari,Rindi Oktavia,5 bintang,"Tempat yg bersih, pegawai ramah, pelayanan nasabah baik.",3 minggu lalu
Bank Mandiri Solo Sriwedari,Retno Dwi,5 bintang,"Pelayanan oke, staff ramah, bintang 5 pokoknya terbaik",sebulan lalu
Bank Mandiri Solo Sriwedari,edwi prasetyo,5 bintang,"Pelayanan cepat, teller ramah, security juga membantu sekali",sebulan lalu
Bank Mandiri Solo Sriwedari,Munir Setiawan,4 bintang,Pelayanan teller ramah tempat nyaman adem satpam sangat membantu,sebulan lalu
Bank Mandiri Solo Sriwedari,Arifin Budi Utomo,5 bintang,"Pengalaman transaksi di mandiri sriwedari, dari security ramah2 sigap, ke cs juga layanan cepat membantu. Ruangannyaaa nyaman full dingin.. mantapp lah.",setahun lalu
Bank Mandiri Solo Sriwedari,Belinda Liliana,5 bintang,"Pelayanan sangat ramah dan cepat, mantap. Terima kasih",sebulan lalu
Bank Mandiri Solo Sriwedari,Ena Eno,5 bintang,"Bank Mandiri yang berada di dekat Solo Grand Mall. Dilengkapi dengan 6 ATM yang terdiri dari pecahan Rp 50.000 dan Rp 100.000 dan 2 mesin setor tunai (CDM).
Kalau di teller harus antri lama, maka kita bisa ke CDM. Karena ada 2 CDM maka bisa hemat waktu.
Hehehe ...",5 tahun lalu
Bank Mandiri Solo Sriwedari,Fatjar,5 bintang,"Pelayanan baik cepat, Teller, security, & cs sangat ramah",sebulan lalu
Bank Mandiri Solo Sriwedari,Amalia Nur Khasanah,5 bintang,"Pelayanan oke, gercep, teller ramah semuaaa good job",sebulan lalu
Bank Mandiri Solo Sriwedari,sukasno 17,5 bintang,"pelayanan oke, staff ramah, tempatnya sangat nyaman",sebulan lalu
Bank Mandiri Solo Sriwedari,Desta Wulandari,5 bintang,"Kantornya wangi dan bersih, pegawainya ramah dan pelayanannya juga cepat.",sebulan lalu
Bank Mandiri Solo Sriwedari,Kartika Candra,5 bintang,"Tempat bersih, pelayanan ramah dan informatif. Terima kasih 🙏 …",sebulan lalu
Bank Mandiri Solo Sriwedari,Yayuk New,5 bintang,Mulai dari satpam sampai ke teller semuanya ramah2 nyaman aja klo kesini,sebulan lalu
Bank Mandiri Solo Sriwedari,Dita WGD,5 bintang,"Tempatnya luas nyaman, pegawai nya baik smwaaa🥳 …",sebulan lalu
Bank Mandiri Solo Sriwedari,Isbzo Jskoap,5 bintang,pelayanannya sangat ramah 😍🙌. …,sebulan lalu
Bank Mandiri Solo Sriwedari,Muhammad Afif Gultom,5 bintang,Pelayanannya bagus plus CS nya a.n Mba Sagita ramah,sebulan lalu
Bank Mandiri Solo Sriwedari,Valencia Febrina,5 bintang,"Pelayanannya bagus, dan cepat. Sukses selalu 😊 …",sebulan lalu
Bank Mandiri Solo Sriwedari,Anne Nurvita,5 bintang,"pelayanan yang sangat ramah, proses cepat, semuanya terstruktur dan sangat membantu",3 bulan lalu
Bank Mandiri Solo Sriwedari,Anita Naysila,5 bintang,Ramah dan cukup sigap dalam berbagai informasi terkait bank,sebulan lalu
Bank Mandiri Solo Sriwedari,Jessica Permatasari,4 bintang,"Terpaksa ke bank juga :( hari Sabtu ke sini, dan antrenya ha ha ha banyaaaaakkkk... …",3 tahun lalu
Bank Mandiri Solo Sriwedari,Soe Prijarsono,5 bintang,"Pegawai sangat ramah dan sangat membantu sekali, mantapp👍👍 …",sebulan lalu
Bank Mandiri Solo Sriwedari,Serafina Messina,1 bintang,"saat antrian panjang 2 CS sibuk sendiri² saling ngobrol tidak mengutamakan kepentingan customer,bad service mandiri",setahun lalu
Bank Mandiri Solo Sriwedari,Khoiril Anwar,5 bintang,"Pelayanan teller nya ramah, cepat pula. Mantab deh",4 bulan lalu
Bank Mandiri Solo Sriwedari,Ferry Rachmanto,4 bintang,"Bangunan besar dan startegis karena terletak di jalan utama Slamet Riyadi Surakarta. Lokasinya bersih dan dingin. Pegawainya ramah ramah tapi petugas tellernya lama, tersedia juga banyak mesin ATM yang menunjang aktivitas nasabah",setahun lalu
Bank Mandiri Solo Sriwedari,Mas Jeje,5 bintang,"Satpamnya ganteng"" sigap melayani customer , , menyala trus mandiri🔥🔥🔥 …",sebulan lalu
Bank Mandiri Solo Sriwedari,Bejo Untung,5 bintang,"Pelayanannya baik, satpam dan teller ramah.",sebulan lalu
Bank Mandiri Solo Sriwedari,Nathanael Sharron,1 bintang,"Minta tolong untuk customer servicenya di arahkan untuk lebih informatif lagi ( saya lupa namanya pokonya mba2 cs, rambut pendek), saya lupa pin atm dan ke blockir otomatis saya jg lupa no rek saya jg karena hp baru juga jadi segala info …",7 bulan lalu
Bank Mandiri Solo Sriwedari,murdono wl,5 bintang,"Semua staff ramah dari front offoce, teller, security💥💯👍 …",sebulan lalu
Bank Mandiri Solo Sriwedari,Iwan Suryanto,4 bintang,"Antrian banyak waktu pergantian kartu chip..

2 jam lebih antriannya",3 tahun lalu
Bank Mandiri Solo Sriwedari,Sekar Aji,5 bintang,"Pelayanan bagus, amazing job. Mksih.",3 minggu lalu
Bank Mandiri Solo Sriwedari,Surya Bosaz,5 bintang,"Lokasi strategis,.. pelayanan oke cepat ,ramah, ruangannn nyaman dingin.. bestt👍👍 …",setahun lalu
Bank Mandiri Solo Sriwedari,Rafa Qordiansyah,5 bintang,Ruangan luas ATM banyak ada mesin csm nya.,sebulan lalu
Bank Mandiri Solo Sriwedari,Wildan Ali firdaus,5 bintang,teller nya amara sangat ramah dan menjelaskannya secara detail,sebulan lalu
Bank Mandiri Solo Sriwedari,Yudhi Purwanto,5 bintang,Pelayanannya ramah dan cepat. Sukses selalu,sebulan lalu
Bank Mandiri Solo Sriwedari,Mia Kusumawati,5 bintang,"ini bank mandiri yg cabang purwotomo yak, kerennn bgt, dateng kesana ternyata opening wajah baru gerainy
kerennn bgt sih, beruntung gt …",2 tahun lalu
Bank Mandiri Solo Sriwedari,Windi Putri,5 bintang,Pelayanannya sangatt ramah dan full senyumm,sebulan lalu
Bank Mandiri Solo Sriwedari,Sapaan Akrab,5 bintang,"Pelayanan nya ramah, cepat, dan mudah",sebulan lalu
Bank Mandiri Solo Sriwedari,rifany caem,5 bintang,"Pelayanannya ramah, cepat, pegawainya juga komunikatif",sebulan lalu
Bank Mandiri Solo Sriwedari,Arif Khoiru,1 bintang,"Daripada kalian antri panjang gajelas di sini mending kalian pergi deh ke cabang di makam haji,pelayanan ramah cepat
No antri"" cuy....",7 bulan lalu
Bank Mandiri Solo Sriwedari,Neysaraya,5 bintang,"pelayanan baik, tempat nyaman, cepat, cekatan",sebulan lalu
Bank Mandiri Solo Sriwedari,anetta nimasayu,1 bintang,"Layanan teller nya, leletnya setengah hidup....
Produktifitas teller😁 kurang optimal …",3 bulan lalu
Bank Mandiri Solo Sriwedari,Hulianawati wati,5 bintang,Pelayanannya baik dn csnya ramah terimakasih,sebulan lalu
Bank Mandiri Solo Sriwedari,Awan Halo,5 bintang,"Baik pelayanannya, ramah dan membantu.",sebulan lalu
Bank Mandiri Solo Sriwedari,Ridwan Adi,5 bintang,nyaman bgt teller ramah bintang 5 :),sebulan lalu
Bank Mandiri Solo Sriwedari,Omen Cebe,4 bintang,Tempat bagus nyaman pelayanan cukup baik,sebulan lalu
Bank Mandiri Solo Sriwedari,Yoga Prabowo,5 bintang,Pelayanan baik dan respon nya jg cepat,sebulan lalu
Bank Mandiri Solo Sriwedari,Gvnawan Gvndez,4 bintang,Sabtu buka..pelayanan mulai jam 9 sampai jam 2 siang. Kalau kesini mending dateng agak pagi (sblm jam 9) aja..biar dpt nomor antrian awal. Soalnya makin siang makin rame antriannya.,3 tahun lalu
Bank Mandiri Solo Sriwedari,Andini Widya Adi,5 bintang,Pelayanan nya baik,sebulan lalu
